idFrame,idEntity,entry,definition
1387,24035,"Getting_triggered","A #System interacts with the environment (which may include a volitional agent) and goes into operation in accordance with its intended purpose.

<ex>[The alarm|System] [went off|Target] [as she walked through the entrance|tim].</ex>

<ex>[The bomb|System] must have [triggered|Target] accidentally.</ex>"
666,3851,"Giving_in","A #Capitulator who has been opposing a #Force, which is typically exerted by a #Compeller, ceases opposing that #Force. As a result, the #Force runs its course and an #Issue is resolved against the interests of the #Capitulator.


<ex>Accordingly, there is no basis to conclude that [Tazewell|Capitulator] [acquiesced|Target] [in the rule against claim-splitting|Force].</ex>
<ex>Accordingly, there is no basis to conclude that Tazewell [acquiesced|Target] in the rule against [claim-splitting|Issue].</ex>


<ex>My uncle continued trying to placate Nuayman until [the latter|Capitulator] [relented|Target]. [DNI|Issue] [DNI|Force]</ex>


<ex> [Genesis|Capitulator] [acquiesced|Target] [to doing a short Q and A session|Resultant_action]. [DNI|Force]</ex>

<ex>[The government|Capitulator] would not [yield|Target] [to pressure|Force] , the spokeswoman promised . [DNI|Issue]</ex>

"
697,3882,"Going_back_on_a_commitment","A #Protagonist has made a #Commitment but does not honor it, thereby doing harm to an #Affected_party.


<ex>[My buddy Tom's girlfriend|Protagonist] [backed out|Target] [of going to the show with me|Commitment].</ex>

<ex>However, [the employer|pro] [then|Time] [backed out|Target] [of that statement|Commitment] and did not pay the STD!</ex>

<ex> [The government|Protagonist] had [reneged|Target] [on promises to give them land|Commitment].</ex>

<ex>When [she and her family|pro] [went back|Target] [on their police statement|com] [in the Vadodara court|pla] [in May 2003|Time], it stirred a huge controversy.</ex>

"
1594,1561137,"Grammatical_person","Grammatical_person"
1038,4223,"Graph_shape","This frame descibes a #Shape that #Data makes on a #Graph.

<ex>The [trace|Target] [of the first trial|Data] [on the graph on the right|Graph] shows a sharp increase after stage 1.</ex>"
1557,1557110,"Greeting","This frame includes words, expressions and/or gestures that may compose a complete interaction or the beginning of a more extensive interaction."
329,3514,"Ground_up","In this frame a #Patient is in a state of having been broken into smaller pieces.  <ex> We enjoy eating [ground|Target] [beef|Patient] . </ex>"
536,3721,"Guilt_or_innocence","An #Accused individual is deemed by a Judge to be involved (or not) in a #Misdeed.  The Judge is either not mentioned, or is introduced by some other frame in the discourse.


<ex>[I|acc] <m>am</m> [innocent|Target] [of this crime|mis] and so is James Griffiths . </ex>
<ex>It is possible that [the Frauleins Krabbe , Breuer and Moller|acc] are [guilty|Target] [of serious wrongdoing|mis].</ex>

<ex></ex>
Note that this frame is not  limited to technical, legal uses. The use of guilty in this frame is also to be distinguished from that in the Contrition frame by not referring to an emotional state. Innocent has several other meanings that are distinct from the one it has in this frame. It can mean 'ignorant of'; 'innocuous'; 'pure and unsullied by experience'."
115,3300,"Hair_configuration","Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.  Note that Attachment and Body Part will generally be incorporated in the lexical meanings.  Subregions (e.g. roots, ends) are often not specified, and sometimes incorporated (e.g. in 'bangs')

<ex>On either side her head gleamed [coiled|Configuration] [[braids|Target]|Configuration] [of dark-gold hair|Hair] , almost pale copper in the subdued light of the room .</ex>"
868,4053,"Have_associated","A #Topical_entity has properties which are affected by the existence and association of an #Entity.

<ex>[By the 1920s|Time] [a characteristic book|Topical_entity] [had|Target] [black and white photographic illustrations only|Entity] .</ex>

<ex>[Their schools|Topical_entity] [had|Target] [an improved and more balanced curriculum|Ent] .</ex>

<ex>[With dual citizenship|Circumstances] , [Stephen|Topical_entity] [now|Time] [had|Target] [two presidents he hated|Entity] .</ex>"
754,3939,"Have_as_translation_equivalent","A  #Source_symbol in a #Source_representation system is presented to be matched by a #Target_symbol in a #Target_representation in the ability to express a particular #Content.

<ex>[A palintonon or palintone|Source_symbol] [translates|Target] [as """"V-spring""""|Target_symbol] and euthytonon or euthytone
translates as """"straight-spring"""" [from Greek|Source_representation].</ex>

<ex>It can be confusing if [one word|Source_symbol] [translates|Target] [into several|Target_symbol] [in Spanish|Target_representation], [which don't have the same gender|Target_symbol].</ex>

<ex>Therefore, [this word|Source_symbol] [translates|Target] [as """"a male""""|Target_symbol].</ex>

<ex>[Perak|Source_symbol] [translates|Target] [as """"silver""""|Target_symbol] [in the Malay language|Source_representation].</ex>


Sentences such as the following are actually to be handled in the Be_translation_equivalent frame, which has the reverse point of view from the current frame.
<ex>We have just seen how each Bible program makes it easy to get a definition of [the Greek or Hebrew word|Source_symbol] [which|Source_symbol] [a given English word|Target_symbol] [translates|Target]. </ex>
The difference is essentially between whether both speaker and addressee in the context where the word is used are starting with the #Target_symbol in mind.  When they are, the symbols are being compared for how they correspond and Be_translation_equivalent can be used.  Otherwise, generally where the information conveyed by the predication is what the #Target_symbol is, Have_as_translation_equivalent is used."
31,3216,"Hearsay","The #Hearer receives a #Message or communication on a particular #Topic. Words in this frame denote events of verbal communication, but express the #Hearer rather than the #Speaker as an External Argument.

<ex>[Teenage fans|Hearer] first [heard|Target] [about the tragedy|Topic] [on a popular radio show|Medium].</ex>
<ex>[Teenage fans|Hearer] first [heard|Target] [the tragic news|Message] [on a popular radio show|Medium]</ex>"
1001,4186,"Heat_potential","An #Insulator is judged for its potential to increase the body temperature of an #Experiencer. The #Activity that the #Experiencer engages in to experience the heat and the #Circumstances in which the #Insulator is judged may also be provided.

<ex>That looks like a [really|Degree] [warm|Target] [bed|Insulator].</ex>
<ex>[This blanket|Insulator] is too [toasty|Target] [for me|Experiencer].</ex>"
1209,4394,"Hedging","When words of this frame are used as hedge markers, they signal that the speaker of the sentence wishes to be careful about asserting some #Hedged_content.  Use of a hedge marker may mean that the speaker is uncertain of how factual of the #Hedged_content is, or uncertain of whether they're expressing the idea behind #Hedged_content well, or it may mean that the #Hedged_content is socially undesirable or awkward in the conversational context.

<ex>The president is [a bit|Target] [of an idiot|Hedged_content] when it comes to foreign policy .</ex>
<ex>I 'm sorry , but he is [on the|Target] [heavy|Hedged_content] [side|Target] , you understand .</ex>
<ex>I thought, [like|Target], [maybe you would know|Hedged_content] .</ex>
<ex>My father was [something|Target] [of a dilettante|Hedged_content] .</ex>
<ex>[He|Hedged_content] [rather|Target] [doubts you'll be able to convince your mom|Hedged_content]. </ex>
<ex></ex>
Because these words serve to indicate hesitancy, often for purposes of increased politeness, speakers may use several encodings of hedging simultaneously to iconically indicate the degree of politeness or hesitancy that they wish to express:

<ex>Your story, is, [like|Target], [kind of|Target] a bit [on the|Target] short [side|Target] .</ex>
<ex></ex>
There is also an ironic or sarcastic use of LUs in this frame, as in the following:

<ex>When a standard vaccuum can't even pick up the clods, you know [you've|Hedged_content] [kinda|Target] [got a problem|Hedged_content].</ex>
<ex></ex>
Words expressing small quantities or degrees (e.g., """"a tad"""", """"a little"""", etc.) can be used in a very similar function to words of this frame.  However, these words do not simply signify hesitation, but merely frequently imply it when used to modify a predication.  Such words can only be used on their on or with a noun to signify a small quantity or number (""""a little whiskey"""", see Proportional_quantity), or with an adjective to indicate that the quality described by the adjective is close to average (""""a mite stupid"""", """"somewhat confused"""" see Degree).  Words of those frames may be nested within noun phrases or in other positions where content is not asserted but rather presupposed.  Words that belong to the Hedging frame, by contrast, either take a noun complement and indicate hesitancy or imprecision concerning the category (""""something of a klutz""""), or modify an entire proposition to indicate imprecision of the proposition (""""I, like, waved it around"""").  In both cases, the #Hedged_content must occur in the at-issue focus of a proposition, the part of a statement that the speaker is, so to speak, on record as asserting."
402,3587,"Hindering","In this frame a #Hindrance makes it more difficult for a #Protagonist to complete their intended #Action or a #Hindrance directly affects an #Action where the #Action can be a natural act or the actions of many individuals in a collective endeavor.  Crucially, these lexical units do not entail that the #Protagonist was unable to complete the #Action or that the #Action did not occur. The #Hindrance may indicate a lack of enablement or an obstacle on the natural progression of the #Protagonist or #Action

<ex> [Malcolm|Protagonist] was [hindered|Target] [by his drinking problem|Hindrance] . </ex>
<ex> [A lack of money|Hindrance] [hampered|Target] [our plans|Action] . </ex>
<ex> [Many candidates' progress|Action] is [severely|Degree] [impeded|Target] [because they have to resit for the exam|Hindrance]. </ex>
<ex> [The new dam|Hindrance] [impeded|Target] [the flow of water|Action] . </ex>"
