lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
"Dia do Trabalho","Dia do Trabalho","labor day",8,"COD: feriado público em honra dos trabalhadores, celebrado em alguns países no dia 1 de maio ou (nos EUA e Canadá) na primeira segunda-feira de setembro."
"Dia da mentira","Dia da mentira","april fool 's day",8,"FN: um dia em abril, tradicionalmente uma ocasião para brincadeiras."
"Dia de Natal","Dia de Natal","christmas day",8,"COD: o festival cristão anual que celebra o nascimento de Cristo, realizado em 25 de dezembro."
"Véspera da Pessach","Véspera da Pessach","passover eve",8,"COD: o principal festival judaico de primavera, comemorando a libertação dos israelitas da escravidão egípcia."
enxame,enxameante,swarming,1,"FN: se movimentando ou formando um grande grupo de pessoas ou coisas"
aglomeração,Aglomeração,jostling,1,"FN: estar cheio de pessoas ou objetos empurrando uns aos outros"
amanteigado,manteigado,buttered,1,"FN: coberto com manteiga"
"revestido com papel de parede","revestido com papel de parede",wallpapered,1,"FN: coberto com papel de parede"
pavimentado,pavimentada,paved,1,"FN: coberta de pedras ou asfalto"
glaceado,glaceado,glazed,1,"FN: coberto com um glaseado"
empilhado,empilhados,piled,1,"FN: ter uma grande quantidade de objetos sobre uma superfície"
consumir,consome,consume,16,"COD: Comer, beber ou ingerir."
"tirar uma soneca",sonecar,snooze,16,"COD: dar uma soneca."
"cochilo de gato","cochilo de gato",catnap,8,"COD: 1. uma soneca durante o dia."
apagado,"apagado como uma luz","out like a light",1,"COD: inconsciente."
aparar,Pare.,pare,16,"COD: aparar cortando as bordas externas."
estragar,"estragar tudo","blow it",16,"FN: completamente estragar (uma oportunidade)"
bagunceiro,bagunceiro,fuck-up,8,"COD: uma pessoa que tende a fazer uma bagunça das coisas."
estragar,"estragar tudo","screw up",16,"COD: completamente gerenciar ou lidar mal com uma situação"
"fazer besteira","Fazer uma besteira","foul up",16,"COD: cometer um erro com ou estragar algo."
"conceito errado","conceito errado",misconception,8,"Uma ideia errada, um fracasso ao tentar entender uma situação."
"preparar rapidamente","Preparar rapidamente","whip up",16,"COD: fazer ou preparar algo, especialmente comida, muito rapidamente"
assar,assar,baking,8,"FN: o processo de cozimento de alimentos por calor seco, normalmente em um forno"
vigiar,vigie,watch,16,"Fique de olho em (algo ou alguém)."
caçada,"Caça ao homem",manhunt,8,"FN: uma busca por autoridades governamentais ou militares para um suspeito ou alvo militar."
delicioso,Delicioso.,tasty,1,"COD: (de comida) ter um sabor agradável e distinto."
delicioso,Delicioso!,yummy,1,Delicioso.
ambrosíaco,ambrosíaco,ambrosial,1,"FN: extremamente delicioso"
"cheirar mal","cheirar mal",stink,16,"COD: tem um cheiro forte e desagradável."
malcheirosa,malcheirosa,malodorous,1,"COD: cheirando muito mal."
deliciosidade,deliciosidade,deliciousness,8,"A qualidade de ser delicioso."
respirar,respire,respire,16,"COD: respirar"
"fugir de casa","Fugir de casa","fly the coop",16,"FN: escapar (geralmente inicialmente não notado) de uma situação de longa data."
soltar-se,soltar-se,"get loose",16,"FN: escapar de um estado de estar acorrentado ou amarrado"
evitação,evitação,avoidance,8,"FN: o fato ou prática de se manter longe ou se abster de"
abster-se,Abster-se,eschew,16,"COD: abster-se de."
afastar-se,"Fique longe.","stay away",16,"Mantenha-se afastado ou abstenha-se de"
afastar-se,"Mantenha-se afastado.","keep away",16,"Fique longe ou refreie-se"
afastar,afaste,"take away",16,"Evitar algo, ou fazer com que algo não entre em contato consigo mesmo."
"dar o fora","dar o fora","give the slip",16,"COD: escapar ou evadir-se de alguém"
"fugir da cidade","Fugir da cidade","skip town",16,"FN: deixar o seu lugar de moradia normal a fim de evadir perseguidores."
malabarizar,malabarizar,juggle,16,"FN: lançar e pegar repetidamente de uma forma que exija muita destreza, colocando vários objetos no ar ao mesmo tempo."
"carne bovina","carne bovina",beef,8,"COD: a carne de vaca, touro ou boi, usada como alimento. [Alimento]"
ave,aves,poultry,8,"COD: .substantivo massivo galinhas, perus, patos e gansos; aves domésticas."
cereal,Cereais,cereal,8,"COD: substantivo massivo, uma comida para o café da manhã feita à base de um grão ou grãos de cereais."
pão,pãozinho,roll,8,"COD: uma pãezinho muito pequeno"
cheesecake,Cheesecake,cheesecake,8,"COD: uma espécie de torta doce e rica feita com creme e queijo macio sobre uma base de biscoito, geralmente coberta com fruta."
croissant,croissant,croissant,8,"COD: uma rosquinha em forma de meia-lua francesa feita de massa folhada doce, consumida no café da manhã."
rpc,rpc,mre,8,"FN: (Refeição, Pronta para Comer) uma ração de campo servida pelo exército dos EUA."
"produto alimentício","Produto alimentício","food product",8,"Qualquer substância que possa ser usada como alimento;"
"arroz doce","arroz doce","rice pudding",8,"Arroz doce é um prato feito de arroz misturado com água ou leite e outros ingredientes como canela e passas."
destilado,destilados,spirits,8,"Uma bebida alcoólica destilada em vez de fermentada;"
"comida de café da manhã","comida de café da manhã","breakfast food",8,"Café da manhã;"
"caldo de cana","Suco de cana-de-açúcar","sugarcane juice",8,"O suco de cana é o suco extraído da cana-de-açúcar esmagada."
"compota de frutas","compota de frutas","fruit preserve",8,"Preservação de frutas esmagadas."
"compota de frutas","compota de frutas","fruit compote",8,"Fruta em calda ou cozida, normalmente servida como sobremesa."
"bolo farofa","bolo farofa","crumb cake",8,"Streuselkuchen/Kaiserschmarrn é uma especialidade alemã."
"cozinha caseira","Cozinha caseira","home cooking",8,"Cozinhar ou culinária é a arte de preparar alimentos para consumo utilizando-se do calor."
"arte culinária","arte culinária","culinary art",8,"A arte de criar comidas deliciosas que são também agradáveis aos olhos;Um conjunto específico de tradições e práticas culinárias, muitas vezes associadas com uma cultura específica;Relacionado ou usado na culinária."
"farinha de trigo","farinha de trigo","wheat flour",8,"Pó feito ao moer grãos de cereais;Pó obtido ao moer ou triturar grãos de cereais, especialmente trigo, e usado para assar pão, bolos e pastelarias.;A parte comestível grossa de vários grãos frequentemente usada para alimentar animais; farinha.;Fino pó alimentício obtido ao moer e peneirar o farelo de um grão de cereal."
feijão-vermelho,feijão-vermelho,"kidney bean",8,"A feijão-branco é uma variedade de feijão comum."
tamale,tamale,tamale,8,"Torta mexicana de massa de farinha de milho recheada com vários ingredientes (por exemplo, carne moída, porco, recheio doce) então cozida a vapor em casca de milho."
hash,hash,hash,8,"O hash é um prato que consiste em carne picada, batatas e especiarias que são misturadas juntas e então cozidas sozinhas ou com outros ingredientes como cebolas."
rosquinha,rosquinha,donut,8,"Um pequeno rosquinha frita em forma de anel;"
rosquinha,rosquinha,dohnut,8,"A rosquinha ou rosca é um tipo de confeitaria ou sobremesa de massa frita."
"salada de folhas","salada de folhas","green salad",8,"Uma salada de jardim é uma salada composta principalmente por vegetais frescos."
rosquinha,rosquinha,sinker,8,"Um pequeno bolinho frito em forma de anel;"
granizado,granizado,frappe,8,"Um sorvete congelado com sabor de fruta (especialmente um que não contém leite)."
"suco de fruta","suco de fruta","fruit juice",8,"O suco obtido por espremer, esmagar ou centrífugar frutas."
"cozinha caiçara","Cozinha caiçara","caiçara cooking",8,"A culinária caiçara, de origem indígena brasileira."
"feijão tropeiro","Feijão tropeiro",feijão-tropeiro,8,"Um prato típico do estado de Minas Gerais, Brasil, feito de feijão, refogado em banha de porco com cebola, alho e temperos e depois misturado com carne de porco moída e farinha de mandioca."
"frango ao molho pardo","Frango ao molho pardo","chicken and gravy",8,"um ensopado de frango no qual o sangue do animal colhido no abate é adicionado durante o cozimento. É acompanhado por arroz, angu e couve."
"frango ensopado","Frango ensopado","soaked chicken",8,"Um prato que consiste em frango cortado em pedaços e cozido em molho."
"paella de frutos do mar","paella de frutos do mar","seafood paella",8,"Uma espécie de paella sem frango ou coelho, mas com moluscos, lula, vôngole e camarão."
pirarucu-de-casaca,Pirarucu-de-casaca,"pirarucu de casaca",8,"Uma típica refeição amazônica que consiste em filé de pirarucu, dessalgado e frito em azeite, empilhado com banana frita, batata e farofa feita com farinha de mandioca, ovos cozidos e leite de coco."
"sopa de agnolini","Sopa de agnolini","agnolini soup",8,"Um tipo de alimento que consiste em agnolini cozidos em caldo feito com vegetais e frango ou carne."
churro.,Churro.,churro,8,"Uma delicadeza que consiste em uma massa em forma de cilindro frita, passada em açúcar e canela e recheada com diferentes recheios como doce de leite, goiaba, chocolate, etc."
kibbeh,Kibbeh,kibbeh,8,"prato típico da culinária árabe, feito com carne moída de bovina, trigo integral moído, temperado com sal, cebola, pimenta preta, hortelã e manteiga."
"sopa de rabo de boi","Sopa de rabo de boi","oxtail soup",8,"Caldo feito com a cauda do boi."
aspargo,Aspargos,asparagus,8,"Uma planta alta da família das lírios, com folhagem fina e penas, cultivada por suas hastes comestíveis."
laticínio,laticínios,dairy,8,"Laticínios em geral."
muffin,muffin,muffin,8,"Um bolo esponjoso com forma de cúpula feito com ovos e fermento em pó."
pretzel,pretzel,pretzel,8,"Biscoito crocante assado na forma de um nó ou pau e temperado com sal."
waffle,waffle,waffle,8,"Um pequeno bolo crocante assado em uma ferro de waffle e comido quente com manteiga ou xarope."
abobrinha,Abobrinha,zucchini,8,"A fruta imatura de uma abóbora; uma berinjela."
"sanduíche de cachorro-quente","sanduíche de cachorro-quente","hot dog",8,"Comida típica que compreende salsicha e pão ou pão de forma."
"goma de mascar","goma de mascar","chewing gum",8,"Um tipo de doce feito para ser mastigado apenas."
escrever,"escrever em","write in",16,"FN: escrever (por exemplo, uma carta) para um local central de recebimento de cartas (por exemplo, como uma carta ao editor)"
digitar,"digitar em","type in",16,"FN: entrada por digitação"
escrever,"escrever rapidamente","dash off",16,"FN: escrever rapidamente."
debruçar-se,debruçar-se,pore,16,"COD: absorver-se na leitura ou estudo de."
"levar a termo","Levar a termo","carry to term",16,"FN: estar grávida de e dar à luz"
"servir mesa","Servir mesas","wait tables",17,"COD: atende como garçom ou garçonete"
"trabalhar como funcionário","trabalhar como funcionário",clerk,16,"COD: trabalhar como um funcionário."
"pegar fogo","pegar fogo","catch on fire",16,"FN: causar fogo."
calar-se,Cala-te!,shush,16,"COD: dizer ou sinalizar para ficar em silêncio"
"enviar por e-mail","enviar por e-mail",e-mail,16,"COD: correio ou envie por e-mail."
"entrar em contato.","Entre em contato.","get in touch",16,"FN: conseguir iniciar comunicação com alguém"
chamada,chamada,call,8,"COD: comunicação telefônica."
"enviar fax","enviar fax",fax,16,"COD: contato por fax"
mentira,mentirinha,fib,8,"COD: 1. mentira trivial."
"puxar a perna","puxar a perna","pull leg",17,"COD: enganar alguém de maneira brincalhona"
enganar,enganar,"pull the wool over eyes",17,"FN: enganar"
"artista da enganação","artista da enganação","bullshit artist",8,"FN: uma pessoa conhecida por enganar."
dissimulado,dissimulado,dissembler,8,"FN: aquele que se representa de forma errada."
fanzine,fanzine,fanzine,8,"FN: uma pequena revista independente publicada pelos devotos de uma subcultura específica."
"elogio fúnebre","Elogio fúnebre",eulogy,8,"COD: 1. um discurso ou texto que elogie alguém muito."
festschrift,festschrift,festschrift,8,"COD: pl. Festschriften ou Festschrifts uma coleção de escritos publicados em homenagem a um estudioso."
